ticket_id,user_input_text,category,priority,user_name,device,application,system,error_message,department,annotated_for_ner,cleaned_input
T8395,git dear please resources regards,Software Issue,Medium,None,None,None,None,None,General,no,git dear please resources regards
T8396,repository hello gents please create repository repository name members thanks best regards tester engineer,Software Issue,Medium,None,None,None,None,None,General,no,repository hello gents please create repository repository name members thanks best regards tester engineer
T8397,purchase po dear purchased minima regional please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Software Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased minima regional please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator
T8398,change name hi change name also possible change thanks officer,Software Issue,Medium,None,None,None,None,None,General,no,change name hi change name also possible change thanks officer
T8399,testing dear please informed these candidates internship program accepted job offer testing discipline december tester december tester december tester december tester december tester december tester please change accounts credentials permanent status thank best regards specialist,Software Issue,Medium,None,None,None,None,None,General,no,testing dear please informed these candidates internship program accepted job offer testing discipline december tester december tester december tester december tester december tester december tester please change accounts credentials permanent status thank best regards specialist
T8400,exterior extern va ne si extern lead,Network Issue,Medium,None,None,None,None,None,General,no,exterior extern va ne si extern lead
T8401,copy hello please provide copy plan thank,Hardware Issue,Medium,None,None,None,None,None,General,no,copy hello please provide copy plan thank
T8402,add cyprus dial number hi possible add cyprus dial number got client based cyprus thanks regards senior,Software Issue,Medium,None,None,None,None,None,General,no,add cyprus dial number hi possible add cyprus dial number got client based cyprus thanks regards senior
T8403,forced upgrade hello forced upgrade ran shows installing again please stop upgrade done thanks senior,Hardware Issue,Medium,None,None,None,None,None,General,no,forced upgrade hello forced upgrade ran shows installing again please stop upgrade done thanks senior
T8404,urgent hi jump fast installed install file please close excel other application running view zip installation process please follow steps change location where wants installed leave where wants other than wait few minutes jump programme officer,Software Issue,Medium,None,None,None,None,None,General,no,urgent hi jump fast installed install file please close excel other application running view zip installation process please follow steps change location where wants installed leave where wants other than wait few minutes jump programme officer
T8405,od absences hi please assign absence records employees status saved awaiting today name date absence type status tried rule report absence show wrong please example absence awaiting report submitted absence completed report submitted cannot distinct awaiting absence completed thank best regards analyst,Software Issue,Medium,None,None,None,None,None,General,no,od absences hi please assign absence records employees status saved awaiting today name date absence type status tried rule report absence show wrong please example absence awaiting report submitted absence completed report submitted cannot distinct awaiting absence completed thank best regards analyst
T8406,mouse hi please provide mouse since old has issue thanks,Hardware Issue,Medium,None,None,None,None,None,General,no,mouse hi please provide mouse since old has issue thanks
T8407,re purchase po has assigned hello please log separated tickets retrieve old device best regards technician,Hardware Issue,Medium,None,None,None,None,None,General,no,re purchase po has assigned hello please log separated tickets retrieve old device best regards technician
T8408,views hi logged sr help out sr basically lot re various ways publisher real way maintain clean modular view etc ideally take big chunk code example logic stick view schema somewhere has base tables guys options help achieve wait come back probably say create views which disappoint hoping guys options help thanks consultant,Software Issue,Medium,None,None,None,None,None,General,no,views hi logged sr help out sr basically lot re various ways publisher real way maintain clean modular view etc ideally take big chunk code example logic stick view schema somewhere has base tables guys options help achieve wait come back probably say create views which disappoint hoping guys options help thanks consultant
T8409,re allocation purchase po has assigned hello please log separated tickets retrieve old device best regards technician,Hardware Issue,Medium,None,None,None,None,None,General,no,re allocation purchase po has assigned hello please log separated tickets retrieve old device best regards technician
T8410,old hello two colleagues which old which makes lives great uses she android developer has hard times compiling building takes too much build run emulators debug etc uses android tester runs out memory emulators debug ongoing he opens idee working freezes both pretty old outdated exactly same ones which interns receive tried make compromise starting impossible great receive instead because care about want frustrated by because hardware low hear good best regards senior tester mobile,Hardware Issue,Medium,None,None,None,None,None,General,no,old hello two colleagues which old which makes lives great uses she android developer has hard times compiling building takes too much build run emulators debug etc uses android tester runs out memory emulators debug ongoing he opens idee working freezes both pretty old outdated exactly same ones which interns receive tried make compromise starting impossible great receive instead because care about want frustrated by because hardware low hear good best regards senior tester mobile
T8411,fourth import performed,Software Issue,Medium,None,None,None,None,None,General,no,fourth import performed
T8412,client setup hi please find attached setup form client let problems thanks,Software Issue,Medium,None,None,None,None,None,General,no,client setup hi please find attached setup form client let problems thanks
T8413,purchase po dear purchased pro retina intel plus graphics kb description quantity peripheral mouse other apple adapter pro inch retina display peripheral keyboard numeric keypad please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased pro retina intel plus graphics kb description quantity peripheral mouse other apple adapter pro inch retina display peripheral keyboard numeric keypad please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator
T8414,hello how help facilitating thank much,Software Issue,Medium,None,None,None,None,None,General,no,hello how help facilitating thank much
T8415,purchase po dear purchased monitor inch because order please attached file please log allocation kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased monitor inch because order please attached file please log allocation kind regards administrator
T8416,update tool hi recently users were moved onto part move update utility installed allowing users easily update passwords receive utility going expire days thanks,Hardware Issue,Medium,None,None,None,None,None,General,no,update tool hi recently users were moved onto part move update utility installed allowing users easily update passwords receive utility going expire days thanks
T8417,wants purchase old device policy accept decline requests,Software Issue,Medium,None,None,None,None,None,General,no,wants purchase old device policy accept decline requests
T8418,schedule task hi please tasks summary triggers weekly tuesday example task thank va monitoring engineer,Hardware Issue,Medium,None,None,None,None,None,General,no,schedule task hi please tasks summary triggers weekly tuesday example task thank va monitoring engineer
T8419,confluence hi recently created confluence which client well locations referring prototype challenge client side reward director lead reward technical reward technical reward best expert steed lead architecture involved weeks turnaround period evaluated also collaboration thus importance having asap high thanks head,Software Issue,Medium,None,None,None,None,None,General,no,confluence hi recently created confluence which client well locations referring prototype challenge client side reward director lead reward technical reward technical reward best expert steed lead architecture involved weeks turnaround period evaluated also collaboration thus importance having asap high thanks head
T8420,tickets hi kindle ask double resolution persons included trainings attached location trainings thanks officer,Software Issue,Medium,None,None,None,None,None,General,no,tickets hi kindle ask double resolution persons included trainings attached location trainings thanks officer
T8421,re expire days says controller accessible make change tomorrow text make change spare doing present issues stuck please felts better way please intervene thanks december expire days importance high dear expire days change pc press ctrl alt delete choose change thanks ext,Hardware Issue,Medium,None,None,None,None,None,General,no,re expire days says controller accessible make change tomorrow text make change spare doing present issues stuck please felts better way please intervene thanks december expire days importance high dear expire days change pc press ctrl alt delete choose change thanks ext
T8422,replace bag hello replacement bag because existing got shape safe items spoke he thank head analysis,Hardware Issue,Medium,None,None,None,None,None,General,no,replace bag hello replacement bag because existing got shape safe items spoke he thank head analysis
T8423,purchase po dear purchased please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased please log allocation please log retrieve old device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator
T8424,hi recently opened recoverable did specify where costs come discussing internally costs come funds affiliated budget please let how make coordinate thank senior,Software Issue,Medium,None,None,None,None,None,General,no,hi recently opened recoverable did specify where costs come discussing internally costs come funds affiliated budget please let how make coordinate thank senior
T8425,suppliers report hi please thanks tuesday december pm suppliers report hi help reducing number lines suppliers report tools reports shared folders custom suppliers report suppliers report same folder please old suppliers report columns marked red attached report columns marked remain also help reducing number lines each supplier currently report brings banks supplier has report bring primary electronic also supplier created multiple entities each entity has different remittance advice each entity report bring two more lines same information addresses remittance report bring remittance advice corresponding entity filter report supplier well understand mean misunderstandings please let thank regards officer,Software Issue,Medium,None,None,None,None,None,General,no,suppliers report hi please thanks tuesday december pm suppliers report hi help reducing number lines suppliers report tools reports shared folders custom suppliers report suppliers report same folder please old suppliers report columns marked red attached report columns marked remain also help reducing number lines each supplier currently report brings banks supplier has report bring primary electronic also supplier created multiple entities each entity has different remittance advice each entity report bring two more lines same information addresses remittance report bring remittance advice corresponding entity filter report supplier well understand mean misunderstandings please let thank regards officer
T8426,cooler stand hello ask provide cooler stand regards tester,Hardware Issue,Medium,None,None,None,None,None,General,no,cooler stand hello ask provide cooler stand regards tester
T8427,permission card allowed doors earlier hello please bellow assign thank engineer ext december permission card allowed doors earlier hi spoke morning related conversation permission card allowed doors every working afterwards based needs flexible working appreciate permission possibility next thank lot appreciate means lot br,Other / General Support,Medium,None,None,None,None,None,General,no,permission card allowed doors earlier hello please bellow assign thank engineer ext december permission card allowed doors earlier hi spoke morning related conversation permission card allowed doors every working afterwards based needs flexible working appreciate permission possibility next thank lot appreciate means lot br
T8428,enable repository hello member link thank,Software Issue,Medium,None,None,None,None,None,General,no,enable repository hello member link thank
T8429,storage dear please provide storage storage best regards,Network Issue,Medium,None,None,None,None,None,General,no,storage dear please provide storage storage best regards
T8430,hi please add tried log thanks,Software Issue,Medium,None,None,None,None,None,General,no,hi please add tried log thanks
T8431,hi has confirmed friday december remaining holiday his thursday uses his own work please schedule his cleaned preferably thursday thanks,Hardware Issue,Medium,None,None,None,None,None,General,no,hi has confirmed friday december remaining holiday his thursday uses his own work please schedule his cleaned preferably thursday thanks
T8432,dear please link program programme view ribbon thank,Software Issue,Medium,None,None,None,None,None,General,no,dear please link program programme view ribbon thank
T8433,heads dear please add heads thank,Software Issue,Medium,None,None,None,None,None,General,no,heads dear please add heads thank
T8434,cannot load document folder dear please help loading document folder trainings ad view application consultant ext,Software Issue,Medium,None,None,None,None,None,General,no,cannot load document folder dear please help loading document folder trainings ad view application consultant ext
T8435,hello please grand write myself os destination secure thank leader ext st emergency number,Software Issue,Medium,None,None,None,None,None,General,no,hello please grand write myself os destination secure thank leader ext st emergency number
T8436,confluence dear please create confluence his credentials note match client please treat high priority thank,Software Issue,Medium,None,None,None,None,None,General,no,confluence dear please create confluence his credentials note match client please treat high priority thank
T8437,addresses hello running number wondering possible addresses various which accessed by multiple users tracking monitoring kind regards,Software Issue,Medium,None,None,None,None,None,General,no,addresses hello running number wondering possible addresses various which accessed by multiple users tracking monitoring kind regards
T8438,change approvers removed hello please approver changes thanks,Software Issue,Medium,None,None,None,None,None,General,no,change approvers removed hello please approver changes thanks
T8439,expense report layout hi please help creating report expense report templates accessed manage expense report templates task containing templates each country additional details please let kindly asking kind regards analyst tuesday december pm expense report layout hi kind enough produce report test initially please also report help configuration checking report each expense template particular attached expense report export starting each expense category accommodation etc report show column headings name description category itemization behavior effective date tax classification natural enable default expenditure type requires receipts unit expenditure type description policy name description date date cheers,Software Issue,Medium,None,None,None,None,None,General,no,expense report layout hi please help creating report expense report templates accessed manage expense report templates task containing templates each country additional details please let kindly asking kind regards analyst tuesday december pm expense report layout hi kind enough produce report test initially please also report help configuration checking report each expense template particular attached expense report export starting each expense category accommodation etc report show column headings name description category itemization behavior effective date tax classification natural enable default expenditure type requires receipts unit expenditure type description policy name description date date cheers
T8440,wants documentation upload mandatory training results accept decline requests,Software Issue,Medium,None,None,None,None,None,General,no,wants documentation upload mandatory training results accept decline requests
T8441,re jersey upgrade has assigned hi during work upgrade figured out license working secondary please having subject license working thank best regards engineer,Network Issue,Medium,None,None,None,None,None,General,no,re jersey upgrade has assigned hi during work upgrade figured out license working secondary please having subject license working thank best regards engineer
T8442,re weekly template sheet has assigned regards december pm re weekly template sheet has assigned hello please advised working completing unknown hello please kind reopen thank great best regards analyst,Software Issue,Medium,None,None,None,None,None,General,no,re weekly template sheet has assigned regards december pm re weekly template sheet has assigned hello please advised working completing unknown hello please kind reopen thank great best regards analyst
T8443,few has entered status hello has entered status instead approved submitted started about want mention had annual leaves reason holiday booked mentioned days thus re submit please advise consultant hybrid mob,Software Issue,Medium,None,None,None,None,None,General,no,few has entered status hello has entered status instead approved submitted started about want mention had annual leaves reason holiday booked mentioned days thus re submit please advise consultant hybrid mob
T8444,needed submit create hi also options submit process create moment options thank kind regards accounts payable,Software Issue,Medium,None,None,None,None,None,General,no,needed submit create hi also options submit process create moment options thank kind regards accounts payable
T8445,wants post mandatory training print screen accept decline requests,Software Issue,Medium,None,None,None,None,None,General,no,wants post mandatory training print screen accept decline requests
T8446,purchase po dear purchased lite mobile subscription updated include device under user name please log allocation device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kindly asking thank kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased lite mobile subscription updated include device under user name please log allocation device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kindly asking thank kind regards administrator
T8447,enable card restricted area please help restricted area thanks senior analyst,Other / General Support,Medium,None,None,None,None,None,General,no,enable card restricted area please help restricted area thanks senior analyst
T8448,code hello please requests assign thank kind regards tuesday december code hello please setup code per attached question please let regards officer,Software Issue,Medium,None,None,None,None,None,General,no,code hello please requests assign thank kind regards tuesday december code hello please setup code per attached question please let regards officer
T8449,expire today hi received change follow instructions changes thanks resetting providing name copied kind regards analysis technical committee official golf drive water surrey kingdom fax december expire today importance high dear expire today change pc press ctrl alt delete choose change thanks ext,Software Issue,Medium,None,None,None,None,None,General,no,expire today hi received change follow instructions changes thanks resetting providing name copied kind regards analysis technical committee official golf drive water surrey kingdom fax december expire today importance high dear expire today change pc press ctrl alt delete choose change thanks ext
T8450,informed about campaign hi please rise thanks hi assist please thank best regards engineer tuesday december informed about campaign hi how change person responsible thanks kind regards programme portfolio officer tuesday december re informed about campaign hi thank update kindly ensure amended reflect changes source receive receive quarterly report cannot make modifications take assuming accurate updated let assist further thank care tuesday december informed about campaign hi please informed maternity leave replace her assigned accounts please well thank kind regards programme portfolio officer december pm informed about campaign thursday december pm informed about campaign hello four survey quarters july october currently preparing upcoming want make informed contribute campaign please engage report find out surveyed eligibility next weeks remember survey survey name segment type main offer filled other file dashboard more assigned pm similar receiving please amend records information inaccurate care update questions please care copyright rights reserved please refer section entities by old broad street,Software Issue,Medium,None,None,None,None,None,General,no,informed about campaign hi please rise thanks hi assist please thank best regards engineer tuesday december informed about campaign hi how change person responsible thanks kind regards programme portfolio officer tuesday december re informed about campaign hi thank update kindly ensure amended reflect changes source receive receive quarterly report cannot make modifications take assuming accurate updated let assist further thank care tuesday december informed about campaign hi please informed maternity leave replace her assigned accounts please well thank kind regards programme portfolio officer december pm informed about campaign thursday december pm informed about campaign hello four survey quarters july october currently preparing upcoming want make informed contribute campaign please engage report find out surveyed eligibility next weeks remember survey survey name segment type main offer filled other file dashboard more assigned pm similar receiving please amend records information inaccurate care update questions please care copyright rights reserved please refer section entities by old broad street
T8451,public hi guys please public client thank senior,Network Issue,Medium,None,None,None,None,None,General,no,public hi guys please public client thank senior
T8452,rights dear please based bellow assign thank best regards engineer tuesday december pm rights hi please rights he needs right forecasts thanks officer,Software Issue,Medium,None,None,None,None,None,General,no,rights dear please based bellow assign thank best regards engineer tuesday december pm rights hi please rights he needs right forecasts thanks officer
T8453,control va ca la control si care facility blvd rd floor,Software Issue,Medium,None,None,None,None,None,General,no,control va ca la control si care facility blvd rd floor
T8454,si va si multiple si la cat si la si si multiple remote la si custom etc si lung intr care care custom si la care se senior developer,Hardware Issue,Medium,None,None,None,None,None,General,no,si va si multiple si la cat si la si si multiple remote la si custom etc si lung intr care care custom si la care se senior developer
T8455,license visual studio hello guys license classic two license compatible visual studio process receive thanks senior developer,Software Issue,Medium,None,None,None,None,None,General,no,license visual studio hello guys license classic two license compatible visual studio process receive thanks senior developer
T8456,urgent dear sir madam since expired urgently please best analyst,Software Issue,Medium,None,None,None,None,None,General,no,urgent dear sir madam since expired urgently please best analyst
T8457,hi please timecard believe removed replaced codes thanks,Software Issue,Medium,None,None,None,None,None,General,no,hi please timecard believe removed replaced codes thanks
T8458,purchase po dear purchased cs stand alone wireless presentation meeting rooms link please log allocation please help device kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased cs stand alone wireless presentation meeting rooms link please log allocation please help device kind regards administrator
T8459,monitor tower hello moved tower monitor please provide thank developer,Hardware Issue,Medium,None,None,None,None,None,General,no,monitor tower hello moved tower monitor please provide thank developer
T8460,call phone return dear mobile has phone call which returned till because closed please returning process thank,Hardware Issue,Medium,None,None,None,None,None,General,no,call phone return dear mobile has phone call which returned till because closed please returning process thank
T8461,hi please help please thank tuesday december pm hi please urgently give roles same ones thanks,Software Issue,Medium,None,None,None,None,None,General,no,hi please help please thank tuesday december pm hi please urgently give roles same ones thanks
T8462,user hello please help user needs order also possible reminders few days expires same users receive thank tester,Software Issue,Medium,None,None,None,None,None,General,no,user hello please help user needs order also possible reminders few days expires same users receive thank tester
T8463,additional keyboard hello please allocate additional keyboard thank tester,Hardware Issue,Medium,None,None,None,None,None,General,no,additional keyboard hello please allocate additional keyboard thank tester
T8464,cooler hi stand cooler please provide thanks tester,Hardware Issue,Medium,None,None,None,None,None,General,no,cooler hi stand cooler please provide thanks tester
T8465,tuesday december pm forced upgrade senior engineer tuesday december forced upgrade hello vacation noticed update please perform update freed thank kind regards engineer,Hardware Issue,Medium,None,None,None,None,None,General,no,tuesday december pm forced upgrade senior engineer tuesday december forced upgrade hello vacation noticed update please perform update freed thank kind regards engineer
T8466,please provide members present both ad,Software Issue,Medium,None,None,None,None,None,General,no,please provide members present both ad
T8467,hi everyone developer setup file license visual studio professional best regards,Software Issue,Medium,None,None,None,None,None,General,no,hi everyone developer setup file license visual studio professional best regards
T8468,setup form good morning please help create code based attached form thank kind regards programme portfolio officer,Software Issue,Medium,None,None,None,None,None,General,no,setup form good morning please help create code based attached form thank kind regards programme portfolio officer
T8469,client report displaying cells name,Software Issue,Medium,None,None,None,None,None,General,no,client report displaying cells name
T8470,potential hi appears affected by key logger affected models please let models order affected take measures patch vulnerability thanks,Hardware Issue,Medium,None,None,None,None,None,General,no,potential hi appears affected by key logger affected models please let models order affected take measures patch vulnerability thanks
T8471,transfer dear please find form thank kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,transfer dear please find form thank kind regards administrator
T8472,codes hi please best regards analyst december pm re codes hi removed pm unfortunately option code same flow which rejecting costs without pm please approve card approvals currently sitting him thank lot kind regards december pm re codes kindly ask code given removing pm code submitting expense reports teams anyone asks submit expense report notice cannot anymore code please advise submit expense against own without code thank regards december pm codes november codes hi please note two actions taken pm pm ensure charged code going forward approved please approve card approvals currently sitting him believe around approvals relating charged code please assign please let questions thanks november re codes hi code way approve code great november codes hi getting approve code these somewhere rid code overwhelming number currently close queue takes somewhere seconds approve each ideas how rid task cheers,Software Issue,Medium,None,None,None,None,None,General,no,codes hi please best regards analyst december pm re codes hi removed pm unfortunately option code same flow which rejecting costs without pm please approve card approvals currently sitting him thank lot kind regards december pm re codes kindly ask code given removing pm code submitting expense reports teams anyone asks submit expense report notice cannot anymore code please advise submit expense against own without code thank regards december pm codes november codes hi please note two actions taken pm pm ensure charged code going forward approved please approve card approvals currently sitting him believe around approvals relating charged code please assign please let questions thanks november re codes hi code way approve code great november codes hi getting approve code these somewhere rid code overwhelming number currently close queue takes somewhere seconds approve each ideas how rid task cheers
T8473,invoicing dear please provide control site thank,Software Issue,Medium,None,None,None,None,None,General,no,invoicing dear please provide control site thank
T8474,sponsorship equipment hello please assign queue thank mobile tuesday pm re sponsorship equipments hi coming back details regarding assets prepared sponsorship details acquisition monitors elite pc elite pc elite pc total corporate assets purchase moment helps assets prepared steps internally retire please let order donate help draft contract certain details keep mind please let great id image cd tuesday pm re sponsorship equipments hi carrying books assets determine size donation instance she pass knows how information more readily sponsorship equipments hi discussing about how different organizations by donating equipment organization procedure order donate prepared equipment checked assets out donated good help drafting contract other steps take order donate procedure type sponsorships thank id image cd,Hardware Issue,Medium,None,None,None,None,None,General,no,sponsorship equipment hello please assign queue thank mobile tuesday pm re sponsorship equipments hi coming back details regarding assets prepared sponsorship details acquisition monitors elite pc elite pc elite pc total corporate assets purchase moment helps assets prepared steps internally retire please let order donate help draft contract certain details keep mind please let great id image cd tuesday pm re sponsorship equipments hi carrying books assets determine size donation instance she pass knows how information more readily sponsorship equipments hi discussing about how different organizations by donating equipment organization procedure order donate prepared equipment checked assets out donated good help drafting contract other steps take order donate procedure type sponsorships thank id image cd
T8475,leaver form interns hello please find attached leaver form interns discipline thank specialist,Hardware Issue,Medium,None,None,None,None,None,General,no,leaver form interns hello please find attached leaver form interns discipline thank specialist
T8476,returning maternity leave hello please fill she returning maternity leave,Software Issue,Medium,None,None,None,None,None,General,no,returning maternity leave hello please fill she returning maternity leave
T8477,please help create code according file attached,Software Issue,Medium,None,None,None,None,None,General,no,please help create code according file attached
T8478,hi please help by filling thanks kind regards id image cd,Software Issue,Medium,None,None,None,None,None,General,no,hi please help by filling thanks kind regards id image cd
T8479,purchase po dear purchased requested by keyboard wired please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased requested by keyboard wired please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed kind regards administrator
T8480,purchase po dear purchased scanner symbol cs sr link please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased scanner symbol cs sr link please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator
T8481,purchase po dear purchased lite updated include device under user name please log allocation device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator,Hardware Issue,Medium,None,None,None,None,None,General,no,purchase po dear purchased lite updated include device under user name please log allocation device after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator
T8482,confluence hi guys joined today please him confluence thanks,Software Issue,Medium,None,None,None,None,None,General,no,confluence hi guys joined today please him confluence thanks
T8483,position dear ask change position planning officer change asap because ask colleagues different questions according work confused asks about other thank planning officer,Software Issue,Medium,None,None,None,None,None,General,no,position dear ask change position planning officer change asap because ask colleagues different questions according work confused asks about other thank planning officer
T8484,hello received intend po po invoice please advise log kind regards engineer ext,Hardware Issue,Medium,None,None,None,None,None,General,no,hello received intend po po invoice please advise log kind regards engineer ext
T8485,confluence permission hello kind give confluence please thanks br officer,Software Issue,Medium,None,None,None,None,None,General,no,confluence permission hello kind give confluence please thanks br officer
T8486,re starter form complete dear please help clarifications also please note both employees were due per attached although title confusion content were also got back clarifications regarding please kind make both colleagues today thank lead december pm starter form complete importance high hello today even completed per please let re order her credentials by tomorrow colombian morning well same thing happened contacted said haven order create credentials accounts order he give more thank compliance officer thursday november re starter form complete hello clear candidates name regards compliance officer thursday november re starter form complete hi dear please find enclosed document filled regards compliance officer thursday november re starter form complete dear please help by completing joining thank lead,Software Issue,Medium,None,None,None,None,None,General,no,re starter form complete dear please help clarifications also please note both employees were due per attached although title confusion content were also got back clarifications regarding please kind make both colleagues today thank lead december pm starter form complete importance high hello today even completed per please let re order her credentials by tomorrow colombian morning well same thing happened contacted said haven order create credentials accounts order he give more thank compliance officer thursday november re starter form complete hello clear candidates name regards compliance officer thursday november re starter form complete hi dear please find enclosed document filled regards compliance officer thursday november re starter form complete dear please help by completing joining thank lead
T8487,cr software upgrade hi please announce users about window wireless best regards senior engineer december cr medium has by hello summary software upgrade release has approved by please wait until completed starting kind regards ref msg,Network Issue,Medium,None,None,None,None,None,General,no,cr software upgrade hi please announce users about window wireless best regards senior engineer december cr medium has by hello summary software upgrade release has approved by please wait until completed starting kind regards ref msg
T8488,permissions hello please help configuration since changed these wallet environment testing host name host intern host proxy host proxy test host test proxy host test host inside secure thank,Hardware Issue,Medium,None,None,None,None,None,General,no,permissions hello please help configuration since changed these wallet environment testing host name host intern host proxy host proxy test host test proxy host test host inside secure thank
T8489,client hi client signed contract id sow contract id ad linked fill form generate code thanks,Software Issue,Medium,None,None,None,None,None,General,no,client hi client signed contract id sow contract id ad linked fill form generate code thanks
T8490,hi guys these requested needed until were expected kept yet july since then incur costs tried track down while understand where costs eventually advised ask decommission please decommission linked code also clarify linked code were since july thank thursday november re cost hi test earlier instances running incurring costs against code pp test pp test pp test pp test pp test stop costs continuing each environment decommissioned moment instances helps thank,Software Issue,Medium,None,None,None,None,None,General,no,hi guys these requested needed until were expected kept yet july since then incur costs tried track down while understand where costs eventually advised ask decommission please decommission linked code also clarify linked code were since july thank thursday november re cost hi test earlier instances running incurring costs against code pp test pp test pp test pp test pp test stop costs continuing each environment decommissioned moment instances helps thank
T8491,task add code hi please add task code disciplines task details name creative thanks,Software Issue,Medium,None,None,None,None,None,General,no,task add code hi please add task code disciplines task details name creative thanks
T8492,contract due hi please ask leaver form his december kind regards december re contract due hi thank confirming updated kind regards thursday december pm contract due hi per date has confirmed tomorrow friday december kind regards december re contract due hi update tomorrow he taking holiday contractors flexibility make back him tomorrow kind regards,Software Issue,Medium,None,None,None,None,None,General,no,contract due hi please ask leaver form his december kind regards december re contract due hi thank confirming updated kind regards thursday december pm contract due hi per date has confirmed tomorrow friday december kind regards december re contract due hi update tomorrow he taking holiday contractors flexibility make back him tomorrow kind regards
T8493,tunnel urgent hi please help configurations needed connect remotely machine assigned by colleagues working same connecting poor performance kindly let other information provide please today tomorrow latest test while site great,Software Issue,Medium,None,None,None,None,None,General,no,tunnel urgent hi please help configurations needed connect remotely machine assigned by colleagues working same connecting poor performance kindly let other information provide please today tomorrow latest test while site great
T8494,hi guys please update thanks december pm hi guys sorry locked out thanks water street floor ny phone dial fax technical production issues option information transmitted content communication confidential intended intended recipient affiliates subsidiaries intended recipient hereby notified information contained transmitted communication dissemination copying communication strictly prohibited received communication error please notify immediately by replying delete,Software Issue,Medium,None,None,None,None,None,General,no,hi guys please update thanks december pm hi guys sorry locked out thanks water street floor ny phone dial fax technical production issues option information transmitted content communication confidential intended intended recipient affiliates subsidiaries intended recipient hereby notified information contained transmitted communication dissemination copying communication strictly prohibited received communication error please notify immediately by replying delete
T8495,re logged lost badge hello meantime found badge apologies inconvenience please reactivate badge thank,Other / General Support,Medium,None,None,None,None,None,General,no,re logged lost badge hello meantime found badge apologies inconvenience please reactivate badge thank
T8496,december pm card hi encountering problems regarding cards badges helpful better understand process please help more information thanks blvd floor district,Other / General Support,Medium,None,None,None,None,None,General,no,december pm card hi encountering problems regarding cards badges helpful better understand process please help more information thanks blvd floor district
T8497,va ne costs,Software Issue,Medium,None,None,None,None,None,General,no,va ne costs
T8498,re dear log anyone required person away his her asap possible please same rights thanks planning officer ext,Software Issue,Medium,None,None,None,None,None,General,no,re dear log anyone required person away his her asap possible please same rights thanks planning officer ext
T8499,third import imported,Software Issue,Medium,None,None,None,None,None,General,no,third import imported
T8500,undelivered returned hello received where said blacklisted help thank december pm undelivered returned automated extensible content host notes returned intended destinations further assistance please please include problem report delete own text returned reason host cluster out said sorry has blacklisted refer troubleshooting more information rcpt command,Software Issue,Medium,None,None,None,None,None,General,no,undelivered returned hello received where said blacklisted help thank december pm undelivered returned automated extensible content host notes returned intended destinations further assistance please please include problem report delete own text returned reason host cluster out said sorry has blacklisted refer troubleshooting more information rcpt command
